Transaction Name,Transaction Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Number of Investors,Number of Funding Rounds,Organization Description,Organization Industries,Organization Location,Organization Revenue Range,Organization Website,Organization Name,Organization Name URL
Seed Round - Exazyme,https://www.crunchbase.com/funding_round/exazyme-seed--4ff95a4a,Seed,2000000,EUR,2174700,2023-05-15,2,1,"Exazyme allows you to optimize proteins more quickly, efficiently, and effectively.","Biotechnology, Pharmaceutical, Product Research","Berlin, Berlin, Germany, Europe",,https://exazyme.com,Exazyme,https://www.crunchbase.com/organization/exazyme
Seed Round - Origin,https://www.crunchbase.com/funding_round/advanced-plasma-therapies-seed--828ce430,Seed,500000,USD,500000,2023-06-01,,5,"Origin is a privately-held, clinical-stage biotechnology company developing a medical technology to deliver therapeutic molecules.","Biotechnology, Pharmaceutical, Therapeutics","Princeton, New Jersey, United States, North America",$10M to $50M,https://www.originww.com,Origin,https://www.crunchbase.com/organization/advanced-plasma-therapies
Pre Seed Round - Wellplaece,https://www.crunchbase.com/funding_round/wellplaece-pre-seed--1b24273d,Pre-Seed,,,,2023-05-30,6,2,Wellplaece operates a technology company works to shape the abundant and beneficial future for dentistry imaginable.,"Dental, Information Technology","San Francisco, California, United States, North America",,https://www.wellplaece.com/,Wellplaece,https://www.crunchbase.com/organization/wellplaece
Seed Round - Bluesignum,https://www.crunchbase.com/funding_round/bluesignum-seed--d3408af6,Seed,,,,2023-05-15,2,4,Bluesignum develops a digital mental health guide to help people self-manage their mental health.,"Artificial Intelligence, Health Care","Seoul, Seoul-t'ukpyolsi, South Korea, Asia",,https://www.bluesignum.com/,Bluesignum,https://www.crunchbase.com/organization/bluesignum
Seed Round - Leesol,https://www.crunchbase.com/funding_round/leesol-seed--ceddaf93,Seed,,,,2023-05-18,1,1,Leesol is a sleep technology company which develops AI based neuromodulation devices for the prevention and treatment neural ailments.,"Electronics, Health Care, Medical Device, Personal Health","Seoul, Seoul-t'ukpyolsi, South Korea, Asia",,http://leesolbrain.com/ko,Leesol,https://www.crunchbase.com/organization/leesol
Seed Round - Gem Health,https://www.crunchbase.com/funding_round/gem-health-seed--e3af86b2,Seed,1955334,USD,1955334,2023-05-23,,2,Gem Health provides diagnosis treatment to ongoing support to the provider.,Health Care,"Minneapolis, Minnesota, United States, North America",,https://www.gem.health,Gem Health,https://www.crunchbase.com/organization/gem-health
Seed Round - Onex,https://www.crunchbase.com/funding_round/onex-d114-seed--b0fa9bb4,Seed,1120000,USD,1120000,2023-05-30,5,1,Onex is a comprehensive solution for medical manufacturers worldwide to manage and expand their business overseas,Health Care,"Abu Dhabi, Abu Dhabi, United Arab Emirates, Asia",,https://www.medicalonex.com/,Onex,https://www.crunchbase.com/organization/onex-d114
Seed Round - Liberty Leaf AI,https://www.crunchbase.com/funding_round/liberty-leaf-ai-seed--1c2f612d,Seed,,,,2023-05-15,,1,"Liberty Leaf AI is an AI FinTech Start Up Revolutionizing Wall Street with AI-Cryptocurrency, AI-Securities, AI-Weapons & AI-Robots","Artificial Intelligence, Blockchain, Cannabis, Cryptocurrency, Finance, Machine Learning","Albany, New York, United States, North America",,https://libertyleaf.ai/,Liberty Leaf AI,https://www.crunchbase.com/organization/liberty-leaf-ai
Seed Round - NExTNet,https://www.crunchbase.com/funding_round/nextnetinc-seed--59f27ec4,Seed,1300000,USD,1300000,2023-05-31,3,1,NExTNet is a Silicon Valley Venture-backed Generative AI technology startup.,"Artificial Intelligence, Biotechnology, Pharmaceutical","San Francisco, California, United States, North America",,https://www.nextnetinc.com/,NExTNet,https://www.crunchbase.com/organization/nextnetinc
Seed Round - Raising Superstars,https://www.crunchbase.com/funding_round/raising-superstars-seed--fc020745,Seed,2000000,USD,2000000,2023-06-08,1,2,Raising Superstars is on a mission to help every child on the planet realize their full potential.,"Child Care, Children, EdTech, Internet, Parenting","Wilmington, Delaware, United States, North America",,https://raisingsuperstars.com/,Raising Superstars,https://www.crunchbase.com/organization/raising-superstars
Seed Round - Health Haven Rx,https://www.crunchbase.com/funding_round/health-havenrx-seed--dace6c15,Seed,250000,USD,250000,2023-06-14,1,6,A pharmacy infrastructure built for value based care,"Health Care, Pharmaceutical","Boston, Massachusetts, United States, North America",$1M to $10M,http://www.healthhavenrx.com,Health Haven Rx,https://www.crunchbase.com/organization/health-havenrx
Seed Round - Vascular Perfusion Solutions,https://www.crunchbase.com/funding_round/vascular-perfusion-solutions-seed--a1102a20,Seed,500000,USD,500000,2023-06-08,,6,Vascular Perfusion Solutions develops medical devices designed to preserve and resuscitate vascularized organs.,"Biotechnology, Medical, Medical Device","San Antonio, Texas, United States, North America",Less than $1M,http://vascularperfusion.solutions/,Vascular Perfusion Solutions,https://www.crunchbase.com/organization/vascular-perfusion-solutions
Seed Round - Ripple Science,https://www.crunchbase.com/funding_round/ripple-science-seed--d6837abf,Seed,,,,2023-05-31,1,7,Ripple Science accelerates clinical research with its HIPAA-compliant suite of tools.,"Clinical Trials, Health Care, SaaS, Software","Ann Arbor, Michigan, United States, North America",$1M to $10M,https://ripplescience.com/,Ripple Science,https://www.crunchbase.com/organization/ripple-science
Seed Round - Neurosnap,https://www.crunchbase.com/funding_round/neurosnap-seed--575c9936,Seed,300000,USD,300000,2023-05-18,1,1,Neurosnap is a fully end-to-end suite of machine learning tools designed to easily integrate into your biology and pharmaceutical pipelines.,"Artificial Intelligence, Biotechnology, Life Science, Machine Learning, Pharmaceutical",,,https://neurosnap.ai/,Neurosnap,https://www.crunchbase.com/organization/neurosnap
Pre Seed Round - Scopi Medical,https://www.crunchbase.com/funding_round/scopi-cdc1-pre-seed--3ea50f07,Pre-Seed,,,,2023-05-15,1,2,"First to bring smaller, smarter endoscopy to the point of care","Artificial Intelligence, Health Care, Medical Device","Stanford, California, United States, North America",,https://scopimedical.com/,Scopi Medical,https://www.crunchbase.com/organization/scopi-cdc1
Seed Round - Zappaty,https://www.crunchbase.com/funding_round/zappaty-seed--c67b7847,Seed,,,,2023-07-01,,2,The solution allows people to simply transfer and collaborate on large files and folders.,"Architecture, CAD, Digital Media, File Sharing, Film Production, Gaming, Medical, Software","Glasgow, Glasgow City, United Kingdom, Europe",,https://www.zappaty.com/,Zappaty,https://www.crunchbase.com/organization/zappaty
Seed Round - MindfulGarden Digital Health,https://www.crunchbase.com/funding_round/mindful-garden-seed--38ea5468,Seed,100000,CAD,74375,2023-06-01,,8,"MindfulGarden’s Behaviour Management Platform reduces delirium severity, correlating to reduced daily hospital cost & shorter length of stay","Health Care, Medical Device","Vancouver, British Columbia, Canada, North America",,https://mindfulgarden.com,MindfulGarden Digital Health,https://www.crunchbase.com/organization/mindful-garden
Pre Seed Round - ALZA CARE,https://www.crunchbase.com/funding_round/alza-care-pre-seed--9621b49f,Pre-Seed,,,,2023-06-08,,1,"Revolutionizing healthtech with AI, specializing in patient flow optimization within healthcare","Artificial Intelligence, Health Care, Hospital, Predictive Analytics, SaaS","Reykjavík, Gullbringusysla, Iceland, Europe",,https://www.alzacare.com/,ALZA CARE,https://www.crunchbase.com/organization/alza-care
Seed Round - Nutri Co,https://www.crunchbase.com/funding_round/nutri-co-09d5-seed--a521a634,Seed,1000000,USD,1000000,2023-05-31,1,8,"Nutri Co uses Data Science & Algorithms to launch, in record time, nutritive, sustainable and affordable multi category food products.","Artificial Intelligence, Food and Beverage, Food Processing, Machine Learning, Nutrition, Sustainability, Wellness","Lima, Lima, Peru, South America",,https://nutrico.io/,Nutri Co,https://www.crunchbase.com/organization/nutri-co-09d5
Seed Round - Gene Bio Medical,https://www.crunchbase.com/funding_round/gene-bio-medical-seed--822041b8,Seed,,,,2023-07-01,,3,Gene Bio Medical is a biotechnology company that offers research and development for immunological diagnostics.,"Biotechnology, Health Diagnostics, Life Science, Manufacturing, Medical Device","Richmond, British Columbia, Canada, North America",,https://genebiomedical.com,Gene Bio Medical,https://www.crunchbase.com/organization/gene-bio-medical
Pre Seed Round - toTable,https://www.crunchbase.com/funding_round/totable-pre-seed--f1b7dad0,Pre-Seed,,,,2023-07-01,,1,toTable provides a household meal planning solution to proactively prevent food waste for consumers and grocers.,"Consumer, Consumer Software, Enterprise Software, Nutrition, Software, Sustainability","London, England, United Kingdom, Europe",,https://totable.io,toTable,https://www.crunchbase.com/organization/totable
Seed Round - Nugget,https://www.crunchbase.com/funding_round/nugget-d974-seed--27d4c332,Seed,,,,2023-06-01,,3,Building a new product in the cannabis tech industry,"Cannabis, Software","Toronto, Ontario, Canada, North America",,https://www.nuggetdata.net,Nugget,https://www.crunchbase.com/organization/nugget-d974
Seed Round - ConsidraCare,https://www.crunchbase.com/funding_round/considracare-seed--721b248c,Seed,150000,CAD,109929,2023-05-31,,2,"Senior care, Eldercare, Caregivers, Aging at Home, Agetech, Silvertech","Elder Care, Elderly, Health Care, Home Health Care","Brampton, Ontario, Canada, North America",,https://www.considracare.com/,ConsidraCare,https://www.crunchbase.com/organization/considracare
Seed Round - Wingwomen,https://www.crunchbase.com/funding_round/wingwomen-seed--4317d8c4,Seed,150000,USD,150000,2023-05-23,,2,Wingwomen provides access to reproductive healthcare for medically underserved women in underrepresented patient populations.,"Health Care, Wellness, Women's","Boston, Massachusetts, United States, North America",,https://www.mywingwomen.com/,Wingwomen,https://www.crunchbase.com/organization/wingwomen
Seed Round - TAAT,https://www.crunchbase.com/funding_round/taat-seed--6f22b574,Seed,126822,EUR,136405,2023-05-24,,1,Customized cosmetic product on the basis of multispectral analysis.,"Advertising, B2B, Consulting, E-Commerce, Health Care, Information Technology, Internet, Manufacturing, Mobile Apps, Software","Lubien Kujawski, Kujawsko-Pomorskie, Poland, Europe",,https://info508380.wixsite.com/taat,TAAT,https://www.crunchbase.com/organization/taat
Pre Seed Round - Neo Auvra,https://www.crunchbase.com/funding_round/neoauvra-pre-seed--2e65cc91,Pre-Seed,500000,USD,500000,2023-05-15,,5,"An advanced VR, AR, XR and biometrics platform enabling precise actionable guidance for optimized brain function and overall health.","Augmented Reality, Health Care, Information Technology, Skill Assessment, Virtual Reality","Istanbul, Istanbul, Turkey, Europe",,http://www.neoauvra.com,Neo Auvra,https://www.crunchbase.com/organization/neoauvra
Seed Round - elery,https://www.crunchbase.com/funding_round/elery-seed--bcd567dd,Seed,2080000,USD,2080000,2023-05-15,,4,Reinventing Specialty Care in Mexico,"Digital Marketing, Health Care, Internet","Monterrey, Nuevo Leon, Mexico, North America",$10M to $50M,https://www.elery.co/,elery,https://www.crunchbase.com/organization/elery
Seed Round - Medical-Note,https://www.crunchbase.com/funding_round/medical-note-seed--837c0a5c,Seed,,,,2023-06-01,,1,"digital tools to facilitate communication, data collection, clinical cases processing for healthcare professional","Apps, Big Data, Health Care, Medical Device, Software, Virtual Reality","Pontedera, Toscana, Italy, Europe",,http://www.medical-note.com,Medical-Note,https://www.crunchbase.com/organization/medical-note
Pre Seed Round - HiProSUN,https://www.crunchbase.com/funding_round/hiprosun-pre-seed--fb2cba09,Pre-Seed,25000,EUR,26909,2023-06-09,,1,"Proteins, Animal Feed, Nutrition, Biotechnology, CleanTech, AgTech, Agriculture, Green Energy, Sustainability, Clean Energy","AgTech, Animal Feed, Biotechnology, Clean Energy, CleanTech, GreenTech, Nutrition, Sustainability","Roth, Bayern, Germany, Europe",,https://hiprosun.com/,HiProSUN,https://www.crunchbase.com/organization/hiprosun
Pre Seed Round - JEAY Healthcare,https://www.crunchbase.com/funding_round/jeay-healthcare-pre-seed--46ba5f16,Pre-Seed,,,,2023-05-25,,1,"Mobile App, Telemedicine, Healthcare, Health-tech","Health Care, Medical, mHealth","Ibadan, Oyo, Nigeria, Africa",,https://jeayhealthcare.com/,JEAY Healthcare,https://www.crunchbase.com/organization/jeay-healthcare
Seed Round - SnapCalorie,https://www.crunchbase.com/funding_round/snapcalorie-seed--8ae79078,Seed,2000000,USD,2000000,2023-06-15,,2,SnapCalorie is the app where you can take a photo of ANY meal and get an accurate calorie count.,"Apps, Fitness, Wellness","Great Falls, Virginia, United States, North America",,https://www.snapcalorie.com/,SnapCalorie,https://www.crunchbase.com/organization/snapcalorie
Seed Round - WickedGud,https://www.crunchbase.com/funding_round/wickedgud-seed--056b7c97,Seed,20000000,INR,242203,2023-06-07,1,5,"WickedGud is to make eating guilt-free, and change the way the world consumes comfort foods by using indigenous, high nutrition ingredients.","Food and Beverage, Nutrition, Organic Food","Thane, Maharashtra, India, Asia",,https://wickedgud.com/,WickedGud,https://www.crunchbase.com/organization/wickedgud
Seed Round - Axom,https://www.crunchbase.com/funding_round/axom-seed--0ae38c73,Seed,800000,CHF,877931,2023-06-05,2,2,Axom automating visual inspection through image analysis in the healthcare industry.,"Health Care, Software","Basel, Basel-Stadt, Switzerland, Europe",,https://www.axom.tech/,Axom,https://www.crunchbase.com/organization/axom
Seed Round - iHairium,https://www.crunchbase.com/funding_round/ihairium-seed--13135e18,Seed,,,,2023-06-06,,1,"Online service of AI-diagnostics hair and scalp, health care hair ecosystem for people, for doctors, for clinics.","Artificial Intelligence, Beauty, Cosmetics, Health Care, Health Diagnostics, Home Health Care, Medical, mHealth, Personal Health, Software",,,https://ihairium.com/,iHairium,https://www.crunchbase.com/organization/ihairium
Pre Seed Round - CurveAssure,https://www.crunchbase.com/funding_round/curveassure-pre-seed--432055dc,Pre-Seed,,,,2023-06-09,1,1,CurveAssure is providing professionals and patients with a new degree of spinal understanding.,Medical Device,,,http://curveassure.com,CurveAssure,https://www.crunchbase.com/organization/curveassure
Pre Seed Round - Anise Health,https://www.crunchbase.com/funding_round/anise-health-pre-seed--4556aa92,Pre-Seed,1200000,USD,1200000,2023-06-12,3,1,Anise Health is a digital platform for mental health and wellbeing.,"Fitness, Health Care, Hospital, Wellness","Cambridge, Massachusetts, United States, North America",,http://anisehealth.co,Anise Health,https://www.crunchbase.com/organization/anise-health
Pre Seed Round - Keep Company,https://www.crunchbase.com/funding_round/keep-company-pre-seed--5bac2dfb,Pre-Seed,600000,USD,600000,2023-06-09,,4,"Helping organizations care for, and keep, parents and caregivers.","Employee Benefits, Human Resources, Professional Services, Wellness","Bethesda, Maryland, United States, North America",,https://keep-company.com/,Keep Company,https://www.crunchbase.com/organization/keep-company
Seed Round - Syntax Health,https://www.crunchbase.com/funding_round/syntax-health-seed--5d9f32e3,Seed,7500000,USD,7500000,2023-06-08,,1,Syntax Health is an enterprise SaaS-based solution for health organisations and providers aimed at expediting value-based care alignment.,"Health Care, SaaS","Atlanta, Georgia, United States, North America",,https://www.meetsyntax.com/,Syntax Health,https://www.crunchbase.com/organization/syntax-health
Seed Round - STAT Health,https://www.crunchbase.com/funding_round/pre-health-seed--682cbbee,Seed,5100000,USD,5100000,2023-06-13,2,2,STAT Health develops a sensor-enabled AI wearable that prevents disasters before it happens.,"Artificial Intelligence, Medical, Sensor, Wearables","Boston, Massachusetts, United States, North America",$1M to $10M,,STAT Health,https://www.crunchbase.com/organization/pre-health
Seed Round - Hypercare,https://www.crunchbase.com/funding_round/hypercare-seed--6ae6183b,Seed,,,,2023-06-08,1,8,Help clinical teams locate the right colleague to communicate with in real-time to improve efficiency and reduce medical errors,"Apps, Health Care, Information Technology, Software","Toronto, Ontario, Canada, North America",,https://www.hypercare.com,Hypercare,https://www.crunchbase.com/organization/hypercare
Seed Round - MiMARK,https://www.crunchbase.com/funding_round/mimark-seed--9d68ec7c,Seed,1000000,EUR,1077977,2023-06-08,3,2,MiMARK focuses on improving the accuracy and efficiency of diagnostics for endometrial cancer.,"Health Care, Health Diagnostics","Barcelona, Catalonia, Spain, Europe",,https://www.mimark.es/,MiMARK,https://www.crunchbase.com/organization/mimark
Pre Seed Round - Snap,https://www.crunchbase.com/funding_round/snap-6876-pre-seed--b3d30f56,Pre-Seed,212061,EUR,227569,2023-05-26,1,1,Beauty & wellness marketplace mobile App based in Cyprus.,"Information Technology, Personal Health, Wellness","Nicosia, Nicosia, Cyprus, Europe",,https://www.bookwithsnap.com/,Snap,https://www.crunchbase.com/organization/snap-6876
Seed Round - IA Medical,https://www.crunchbase.com/funding_round/ia-medical-seed--b6110ae0,Seed,1400000,EUR,1502424,2023-05-30,2,1,IA Medical transforms raw data into intelligent patient knowledge.,"Artificial Intelligence, Wellness","Lyon, Rhone-Alpes, France, Europe",,https://ia-medical.com/,IA Medical,https://www.crunchbase.com/organization/ia-medical
Seed Round - Range Biotechnologies,https://www.crunchbase.com/funding_round/range-biotechnologies-seed--bde37bc0,Seed,5200000,USD,5200000,2023-06-12,7,1,Range Biotechnologies is creating tools to enable personalized health through translational proteomics.,"Biotechnology, Health Care, Life Science","San Carlos, California, United States, North America",,https://www.range.bio,Range Biotechnologies,https://www.crunchbase.com/organization/range-biotechnologies
Seed Round - Pedo-care,https://www.crunchbase.com/funding_round/pedo-care-seed--c2a7ba87,Seed,,,,2023-06-09,2,2,"Pedo-care focuses on R&D, design, manufacturing, and sales of children's medical appliances.","Health Care, Medical, Medical Device","Shanghai, Shanghai, China, Asia",,http://www.pedo-care.com/#service,Pedo-care,https://www.crunchbase.com/organization/pedo-care
Pre Seed Round - HelloTask,https://www.crunchbase.com/funding_round/hellotask-pre-seed--c8690e00,Pre-Seed,,,,2023-06-09,1,8,"Empowering blue-collar workers through a digital job platform, bridging the access gap, and fostering financial inclusion.","Child Care, Cooking, Elder Care, FinTech, Housekeeping Service, Information Technology, Service Industry, Software","Singapore, Central Region, Singapore, Asia",,http://hellotask.app,HelloTask,https://www.crunchbase.com/organization/hellotask
Pre Seed Round - mama health,https://www.crunchbase.com/funding_round/mama-health-pre-seed--ef98cf02,Pre-Seed,,,,2023-06-09,3,1,Mama health assists medical research and healthcare facilities.,"Health Care, Wellness","Berlin, Berlin, Germany, Europe",,https://www.mamahealth.io,mama health,https://www.crunchbase.com/organization/mama-health
