Transaction Name,Transaction Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Number of Investors,Number of Funding Rounds,Organization Description,Organization Industries,Organization Location,Organization Revenue Range,Organization Website,Organization Name,Organization Name URL
Series A - Hubble Network,https://www.crunchbase.com/funding_round/hubble-network-series-a--bc5973dd,Series A,20000000,USD,20000000,2023-05-29,15,3,Hubble Network is a satellite network connecting of bluetooth devices.,,"Las Vegas, Nevada, United States, North America",,https://hubblenetwork.com/,Hubble Network,https://www.crunchbase.com/organization/hubble-network
Series A - Opus,https://www.crunchbase.com/funding_round/esl-works-series-a--dc86baa2,Series A,6800000,USD,6800000,2023-05-24,4,6,Opus offers a training solution that meets frontline workers where they are.,"SaaS, Software, Training","New York, New York, United States, North America",,https://www.opus.so,Opus,https://www.crunchbase.com/organization/esl-works
Series B - Singularity Energy Technology,https://www.crunchbase.com/funding_round/singularity-energy-technology-series-b--837aa7e4,Series B,700000000,CNY,99486931,2023-05-18,15,3,Singularity Energy Technology is a new energy company engaged in the research and production of advanced energy storage systems.,"Clean Energy, CleanTech, Energy, Energy Efficiency, Energy Storage, Machinery Manufacturing","Xian Shi, Shaanxi, China, Asia",,http://www.jd-energy.com.cn/,Singularity Energy Technology,https://www.crunchbase.com/organization/singularity-energy-technology
Series A - OXCCU,https://www.crunchbase.com/funding_round/oxccu-series-a--e0ef7280,Series A,22700000,USD,22700000,2023-06-07,10,1,"OXCCU develops renewable energy technology with the goal of achieving a circular economy for fuels, chemicals, and plastics.","Biotechnology, Chemical, Chemical Engineering","Oxford, Oxfordshire, United Kingdom, Europe",,https://www.oxccu.com,OXCCU,https://www.crunchbase.com/organization/oxccu
Series B - Blumira,https://www.crunchbase.com/funding_round/blumira-series-b--09b9c6c2,Series B,15000000,USD,15000000,2023-06-07,5,3,Blumira is an end-to-end automated detection & response platform that simplifies and improves security for IT teams.,"Cyber Security, Information Technology, Network Security","Ann Arbor, Michigan, United States, North America",,https://www.blumira.com,Blumira,https://www.crunchbase.com/organization/blumira
Series A - Ariadne,https://www.crunchbase.com/funding_round/ariadne-maps-series-a--38997b58,Series A,7000000,USD,7000000,2023-05-23,2,2,Ariadne is a high technology company that provides people counting and customer flow analytics with its patented cutting edge AI technology.,"Advertising, Analytics, Artificial Intelligence, Commercial Real Estate, Indoor Positioning, Location Based Services, Retail Technology, Shopping Mall, Smart Cities, Software","Munich, Bayern, Germany, Europe",$1M to $10M,https://www.ariadne.inc/,Ariadne,https://www.crunchbase.com/organization/ariadne-maps
Series B - Axuall,https://www.crunchbase.com/funding_round/axuall-series-b--2bc92dbe,Series B,20000000,USD,20000000,2023-05-31,11,3,"Axuall is a workforce intelligence company providing data and insights for network planning, analytics, and credentialing for healthcare.","Big Data, Database, Health Care, Information Technology","Cleveland, Ohio, United States, North America",Less than $1M,https://www.axuall.com,Axuall,https://www.crunchbase.com/organization/axuall
Series A - Credit Genie,https://www.crunchbase.com/funding_round/creditly-corp-series-a--8927981e,Series A,4000000,USD,4000000,2023-05-31,3,3,Credit Genie is a fintech company that provides financial tools and debt relief services.,"Credit, Credit Cards, Financial Services, FinTech, Lending","Conshohocken, Pennsylvania, United States, North America",,https://creditgenie.com,Credit Genie,https://www.crunchbase.com/organization/creditly-corp
Series A - Acchrom Tech,https://www.crunchbase.com/funding_round/acchrom-tech-series-a--8e6cdbb6,Series A,100000000,CNY,14131079,2023-05-29,4,2,Acchrom Tech is a technology company focusing on high-end liquid chromatography.,Medical Device,"Huairou, Beijing, China, Asia",,http://www.acchrom-tech.com,Acchrom Tech,https://www.crunchbase.com/organization/acchrom-tech
Series A - Bitterroot Bio,https://www.crunchbase.com/funding_round/bitterroot-bio-series-a--15ffc103,Series A,145000000,USD,145000000,2023-06-07,5,1,Bitterroot Bio leverages the power of immunotherapy to develop and deliver novel medicines for cardiovascular disease.,"Biotechnology, Emergency Medicine, Medical","Palo Alto, California, United States, North America",,https://brbio.com,Bitterroot Bio,https://www.crunchbase.com/organization/bitterroot-bio
Series B - Onebeat,https://www.crunchbase.com/funding_round/onebeat-israel-series-b--b3fa39b8,Series B,10000000,USD,10000000,2023-06-06,6,2,"Onebeat helps retailers, wholesalers, and brands achieve results through operational optimization.","E-Commerce, Information Technology, Retail Technology, Software, Supply Chain Management","Ramat Gan, Tel Aviv, Israel, Asia",,http://1beat.com/,Onebeat,https://www.crunchbase.com/organization/onebeat-israel
Series A - Boyi Biotechnology,https://www.crunchbase.com/funding_round/boyi-biotechnology-series-a--42767c9d,Series A,100000000,CNY,14121102,2023-05-30,4,1,Boyi Biotechnology provides vital raw materials and complete solutions to biomedical customers in the in vitro diagnostic market.,"Biotechnology, Health Diagnostics, Manufacturing","Changzhou, Zhejiang, China, Asia",,https://www.boyibiotech.com/,Boyi Biotechnology,https://www.crunchbase.com/organization/boyi-biotechnology
Series A - Zoomph,https://www.crunchbase.com/funding_round/zoomph-series-a--1959f715,Series A,,,,2023-06-06,2,2,"Helping teams, brands and agencies measure the value of sponsorships & understanding their audiences.","Analytics, Data Visualization, eSports, SaaS, Social Media Marketing, Sports","Reston, Virginia, United States, North America",$1M to $10M,http://www.zoomph.com,Zoomph,https://www.crunchbase.com/organization/zoomph
Series B - U Power,https://www.crunchbase.com/funding_round/u-power-e0bb-series-b--36c9265d,Series B,,,,2023-05-18,5,1,U Power is an intelligent electric vehicle company that builds cars for scenarios.,"Automotive, Electric Vehicle, Manufacturing, Transportation","Xuhui, Shanghai, China, Asia",,https://upower.com,U Power,https://www.crunchbase.com/organization/u-power-e0bb
Series B - Kingwills New Materials,https://www.crunchbase.com/funding_round/kingwills-new-materials-series-b--8dd813eb,Series B,100000000,CNY,14212418,2023-05-18,8,2,"Kingwills New Materials develops, produce and sell flash-spun metamaterial Kunlun Hypak.","Advanced Materials, Manufacturing","Shanghai, Shanghai, China, Asia",,http://www.king-wills.com/,Kingwills New Materials,https://www.crunchbase.com/organization/kingwills-new-materials
Series A - Junjiu Electronics,https://www.crunchbase.com/funding_round/junjiu-electronics-series-a--e194094d,Series A,100000000,CNY,14062521,2023-05-31,5,1,Junjiu Electronics provides software and hardware designing and development solutions and services of automotive electronic vehicles,"Electronic Design Automation (EDA), Electronics, Industrial Automation","Shanghai, Shanghai, China, Asia",,http://www.jin-tech.cn/,Junjiu Electronics,https://www.crunchbase.com/organization/junjiu-electronics
Series A - NEWTWEN,https://www.crunchbase.com/funding_round/newtwen-series-a--bab505f8,Series A,7000000,EUR,7511938,2023-05-26,5,3,We are accelerating the large-scale deployment of digital twin technology in the automotive and automation industry,"Automotive, Industrial Automation, Software","Padua, Veneto, Italy, Europe",,https://www.newtwen.com/,NEWTWEN,https://www.crunchbase.com/organization/newtwen
Series B - Candesant Biomedical,https://www.crunchbase.com/funding_round/candesant-biomedical-series-b--c8f9a6fa,Series B,35000000,USD,35000000,2023-06-06,4,2,Candesant Biomedical develops treatment for excessive sweating and hyperhidrosis.,"Health Care, Medical, Medical Device","San Francisco, California, United States, North America",,http://candesant.com/,Candesant Biomedical,https://www.crunchbase.com/organization/candesant-biomedical
Series B - PolicyBoss,https://www.crunchbase.com/funding_round/policyboss-series-b--5d8b0b44,Series B,,,,2023-06-06,5,1,PolicyBoss provides free insurance quote,"Auto Insurance, Automotive, Finance, Insurance","Mumbai, Maharashtra, India, Asia",,http://www.policyboss.com,PolicyBoss,https://www.crunchbase.com/organization/policyboss
Series A - MEND,https://www.crunchbase.com/funding_round/mend-8629-series-a--9801b349,Series A,15000000,USD,15000000,2023-06-06,7,6,MEND is a life sciences company that focuses on clinical nutrition and medical foods.,"Biotechnology, Health Care, Life Science, Nutraceutical","New York, New York, United States, North America",$1M to $10M,https://mend.me,MEND,https://www.crunchbase.com/organization/mend-8629
Series B - BandLab,https://www.crunchbase.com/funding_round/bandlab-series-b--885fd3c3,Series B,25000000,USD,25000000,2023-05-23,2,3,"BandLab is a cloud platform where musicians and fans create music, collaborate and engage with each other across the globe.","Internet, Music, Social Media","Singapore, Central Region, Singapore, Asia",Less than $1M,https://www.bandlab.com,BandLab,https://www.crunchbase.com/organization/bandlab
Series B - Amify,https://www.crunchbase.com/funding_round/amify-series-b--6a0ecad9,Series B,4200000,USD,4200000,2023-05-23,3,2,"Amify is the leading Amazon-as-a-Service platform. Amify helps brands optimize their presence, margins and sales on the Amazon Marketplace.","Advertising, E-Commerce, Internet, Retail, SaaS","Arlington, Virginia, United States, North America",$1M to $10M,https://goamify.com/,Amify,https://www.crunchbase.com/organization/amify
Series B - SustainCERT,https://www.crunchbase.com/funding_round/sustaincert-series-b--64ed5751,Series B,34500000,EUR,36901829,2023-06-07,5,2,SustainCERT is a carbon emissions accounting and verification platform for carbon markets and corporate value chains.,"Innovation Management, Product Design, Retail Technology, Sustainability","Luxembourg, Luxembourg, Luxembourg, Europe",,https://www.sustain-cert.com,SustainCERT,https://www.crunchbase.com/organization/sustaincert
Series B - Fazla Gıda,https://www.crunchbase.com/funding_round/fazla-gıda-series-b--3ec9e098,Series B,6000000,USD,6000000,2023-06-07,5,6,Fazla Gıda is a technology solutions company that prevents food waste.,"Food Delivery, Information Technology, Professional Services, Waste Management","Istanbul, Istanbul, Turkey, Europe",,https://www.fazlagida.com/,Fazla Gıda,https://www.crunchbase.com/organization/fazla-gıda
Series B - Upstream Bio,https://www.crunchbase.com/funding_round/upstream-bio-series-b--152de4f7,Series B,200000000,USD,200000000,2023-06-08,12,3,Upstream Bio focuses on developing an antibody therapy for the treatment of severe asthma.,"Biotechnology, Health Care, Pharmaceutical, Therapeutics","Waltham, Massachusetts, United States, North America",,https://www.upstreambio.com,Upstream Bio,https://www.crunchbase.com/organization/upstream-bio
Series A - Mozart Therapeutics,https://www.crunchbase.com/funding_round/mozart-therapeutics-series-a--2cf6855f,Series A,25000000,USD,25000000,2023-06-07,4,2,Mozart is a biotech startup focusing on the development of disease-modifying therapies for autoimmune and inflammatory diseases.,Biotechnology,"Seattle, Washington, United States, North America",$1M to $10M,http://www.mozart-tx.com/,Mozart Therapeutics,https://www.crunchbase.com/organization/mozart-therapeutics
Series A - Laced,https://www.crunchbase.com/funding_round/laced-series-a--8a9ab301,Series A,12000000,USD,12000000,2023-05-24,6,2,Laced is an e-commerce platform that allows users to buy and sell sneakers.,"E-Commerce, E-Commerce Platforms, Marketplace, Shoes","London, England, United Kingdom, Europe",,https://laced.com,Laced,https://www.crunchbase.com/organization/laced
Series B - GetHarley,https://www.crunchbase.com/funding_round/getharley-series-b--601193c1,Series B,52000000,USD,52000000,2023-06-07,4,3,GetHarley is an online platform that connects consumers with physicians and personalized skin care products.,"Consulting, Cosmetics, Health Care, Wellness","London, England, United Kingdom, Europe",,http://www.getharley.com,GetHarley,https://www.crunchbase.com/organization/getharley
Series A - AAVantgarde Bio,https://www.crunchbase.com/funding_round/aavantgarde-bio-series-a--58e5f42a,Series A,61000000,EUR,65190093,2023-06-06,5,2,AAVantgarde Bio is developing gene therapies for inherited retinal disorders.,"Biotechnology, Health Care, Therapeutics","Milano, Lombardia, Italy, Europe",,https://www.aavantgardebio.com/,AAVantgarde Bio,https://www.crunchbase.com/organization/aavantgarde-bio
Series B - Infinite Uptime,https://www.crunchbase.com/funding_round/infinite-uptime-series-b--6c534dc6,Series B,1560000000,INR,18834837,2023-05-22,6,6,Infinite Uptime is an industrial IoT solution provider for improved quality and productivity in the engineering and processing industries.,"Analytics, Big Data, Industrial Automation, Manufacturing, Predictive Analytics, Productivity Tools","Pune, Maharashtra, India, Asia",$10M to $50M,http://www.infinite-uptime.com/,Infinite Uptime,https://www.crunchbase.com/organization/infinite-uptime
Series B - Ensoma,https://www.crunchbase.com/funding_round/ensoma-series-b--6871871b,Series B,50000000,USD,50000000,2023-05-16,4,3,Ensomaa is a genomic medicine company that develops on one-time in vivo treatments for immuno-oncology and other therapeutic applications.,"Biotechnology, Genetics, Life Science, Medical, Therapeutics","Boston, Massachusetts, United States, North America",$1M to $10M,https://ensoma.com,Ensoma,https://www.crunchbase.com/organization/ensoma
Series B - Artelon,https://www.crunchbase.com/funding_round/artelon-series-b--6ebb6177,Series B,20000000,USD,20000000,2023-05-24,1,1,Artelon provides kinematic reinforcement of tendon and ligament reconstruction using specifically designed bio-textiles.,"Biotechnology, Health Care, Manufacturing, Medical, Medical Device","Marietta, Georgia, United States, North America",,https://www.artelon.com,Artelon,https://www.crunchbase.com/organization/artelon
Series B - Carta Healthcare,https://www.crunchbase.com/funding_round/carta-healthcare-series-b--c7a73371,Series B,5000000,USD,5000000,2023-06-08,2,6,Carta Healthcare empowers hospitals to personalize the delivery of care to the individual needs of each patient.,"Delivery, Health Care, Hospital, Machine Learning","San Francisco, California, United States, North America",,http://www.carta.healthcare,Carta Healthcare,https://www.crunchbase.com/organization/carta-healthcare
Series A - Kate Therapeutics,https://www.crunchbase.com/funding_round/kate-therapeutics-series-a--c0bd0c56,Series A,51000000,USD,51000000,2023-06-08,4,1,Kate Therapeutics is a patient-focused biotechnology company.,"Biotechnology, Health Care, Therapeutics","San Diego, California, United States, North America",,https://www.katetherapeutics.com,Kate Therapeutics,https://www.crunchbase.com/organization/kate-therapeutics
Series A - Adonis,https://www.crunchbase.com/funding_round/adonis-f0e1-series-a--a6f26c16,Series A,17300000,USD,17300000,2023-05-17,4,2,Adonis is a revenue intelligence and automation platform built for healthcare that improve critical RCM outcomes.,"Health Care, Information Technology, Software","New York, New York, United States, North America",,http://adonis.io,Adonis,https://www.crunchbase.com/organization/adonis-f0e1
Series A - Islamic Bank Australia,https://www.crunchbase.com/funding_round/islamic-bank-australia-series-a--aca802cf,Series A,10000000,AUD,6521191,2023-05-30,1,1,"Islamic Bank Australia's appeal is to establish a digital-first, socially responsible bank that will revolutionize Australian banking.","Banking, Finance, Financial Services","Sydney, New South Wales, Australia, Oceania",,https://islamicbank.au,Islamic Bank Australia,https://www.crunchbase.com/organization/islamic-bank-australia
Series B - PolicyStreet,https://www.crunchbase.com/funding_round/policystreet-series-b--02e11e35,Series B,67000000,MYR,14660831,2023-05-23,4,6,PolicyStreet is a full-stack insurtech group of companies providing digital insurance solutions to businesses and consumers.,"Finance, Financial Services, FinTech, Insurance, InsurTech","Kuala Lumpur, Kuala Lumpur, Malaysia, Asia",,https://www.policystreet.com,PolicyStreet,https://www.crunchbase.com/organization/policystreet
Series B - Ringover,https://www.crunchbase.com/funding_round/ringover-group-series-b--dc3b9591,Series B,20000000,EUR,21392364,2023-06-07,3,2,Ringover offers a voice-video-chat-SMS-call center communication solution for businesses.,"Call Center, Collaboration, CRM, SaaS, Software, Telecommunications, VoIP","Paris, Ile-de-France, France, Europe",,https://www.ringover.com/,Ringover,https://www.crunchbase.com/organization/ringover-group
Series A - Agilitas Sports,https://www.crunchbase.com/funding_round/agilitas-sports-series-a--366e6799,Series A,4300000000,INR,52268672,2023-05-15,1,1,Agilitas Sports operates as a sportswear and athleisure solutions platform.,"Sporting Goods, Sports","Stamford, Lincolnshire, United Kingdom, Europe",,,Agilitas Sports,https://www.crunchbase.com/organization/agilitas-sports
Series B - Sami,https://www.crunchbase.com/funding_round/sami-series-b--06956b0c,Series B,90000000,BRL,17947596,2023-06-01,12,5,Sami is a Brazil-based health plan startup that provides a technology-based solution intended to be used in the healthcare sector.,"Health Care, Information Technology, Medical, Software","São Paulo, Sao Paulo, Brazil, South America",,https://www.samisaude.com.br,Sami,https://www.crunchbase.com/organization/sami
Series A - HealthSnap,https://www.crunchbase.com/funding_round/healthsnap-series-a--b64161e7,Series A,9000000,USD,9000000,2023-05-17,7,5,HealthSnap is a virtual care management platform for chronic disease management.,"Health Care, Home Health Care, Information Technology, mHealth, Software","Miami, Florida, United States, North America",$1M to $10M,https://healthsnap.io,HealthSnap,https://www.crunchbase.com/organization/healthsnap
Series A - Covatic,https://www.crunchbase.com/funding_round/covatic-series-a--a7e95a5d,Series A,4600000,EUR,4956544,2023-05-18,3,5,Covatic is the use of mobile based algorithms to bring smart personalisation to apps.,"Apps, Mobile, Software","Oxford, Oxfordshire, United Kingdom, Europe",,http://www.covatic.com/,Covatic,https://www.crunchbase.com/organization/covatic
Series B - Wuxi Xinxiang,https://www.crunchbase.com/funding_round/wuxi-xinxiang-series-b--16f70cb0,Series B,,,,2023-06-08,3,3,Wuxi Xinxiang is an integrated control solution service provide company.,Semiconductor,"Wuxi, Anhui, China, Asia",,http://www.wuxixinxiang.com/,Wuxi Xinxiang,https://www.crunchbase.com/organization/wuxi-xinxiang
Series B - Vartana,https://www.crunchbase.com/funding_round/vartana-series-b--de6e2ee0,Series B,20000000,USD,20000000,2023-05-31,4,4,Vartana is a B2B payments platform that helps businesses reach their potential by purchasing software and versatile payment options.,"Finance, Financial Services, Service Industry","San Francisco, California, United States, North America",,https://www.vartana.com,Vartana,https://www.crunchbase.com/organization/vartana
Series A - Human in Motion Robotics,https://www.crunchbase.com/funding_round/human-in-motion-robotics-series-a--16f4cc9c,Series A,10000000,USD,10000000,2023-05-29,1,5,Human in Motion Robotics is a robotics company that designs a wearable lower-limb exoskeleton system.,"Medical, Medical Device, Robotics","Vancouver, British Columbia, Canada, North America",$1M to $10M,http://www.humaninmotion.ca,Human in Motion Robotics,https://www.crunchbase.com/organization/human-in-motion-robotics
Series B - Easy Aerospace,https://www.crunchbase.com/funding_round/easy-aerospace-series-b--5f0f5ab9,Series B,100000000,CNY,14131079,2023-05-29,5,1,Easy Aerospace involved in the technology development of spacecraft propulsion systems and electromechanical products.,Aerospace,"Beijing, Beijing, China, Asia",,,Easy Aerospace,https://www.crunchbase.com/organization/easy-aerospace
Series A - Yuntong Technology,https://www.crunchbase.com/funding_round/yuntong-technology-bcb2-series-a--52f38aa3,Series A,,,,2023-05-30,5,1,Yuntong Technology specialises in automobile power devices.,"Manufacturing, Semiconductor","Jiangbei, Chongqing, China, Asia",,http://cloudchild.cn/,Yuntong Technology,https://www.crunchbase.com/organization/yuntong-technology-bcb2
Series A - uFaber,https://www.crunchbase.com/funding_round/ufaber-series-a--d6345e1f,Series A,250000000,INR,3022468,2023-05-24,2,2,"Ufaber provides online and offline courses on various topics such as Android development, drawing, big data, chemistry, and more.","Education, Internet, Internet of Things, Online Portals, Software, Training","Mumbai, Maharashtra, India, Asia",,http://ufaber.com,uFaber,https://www.crunchbase.com/organization/ufaber
Series A - Netbank,https://www.crunchbase.com/funding_round/netbank-b2be-series-a--09f40565,Series A,,,,2023-05-22,3,1,"Netbank provides various banking solutions like alternative lenders, payment solutions, neobanks, and wallets.","Banking, Financial Services, Payments","Romblon, Romblon, Philippines, Asia",,https://www.netbank.ph/,Netbank,https://www.crunchbase.com/organization/netbank-b2be
Series A - Yuvo,https://www.crunchbase.com/funding_round/yuvo-health-series-a--85ddb050,Series A,20200000,USD,20200000,2023-06-07,8,3,Yuvo is a value-based contracting and administrative partner focusing on the needs of community health centers.,"Communities, Health Care, Medical","New York, New York, United States, North America",$1M to $10M,https://www.yuvohealth.com,Yuvo,https://www.crunchbase.com/organization/yuvo-health
Series A - Cytovation,https://www.crunchbase.com/funding_round/cytovation-series-a--e6f3af49,Series A,85000000,NOK,7746872,2023-06-02,2,3,"Cytovation AS is a privately-held biotech company, specialising .","Biotechnology, Life Science, Medical","Bergen, Hordaland, Norway, Europe",,http://www.cytovation.com,Cytovation,https://www.crunchbase.com/organization/cytovation
Series A - Eaglenos,https://www.crunchbase.com/funding_round/eaglenos-series-a--011268bd,Series A,150000000,CNY,21196619,2023-05-29,4,1,"Eaglenos is an IVD firm that specializes in medical POCT, home health care products, and health management systems.","Health Care, Manufacturing, Medical","Nanjing, Jiangsu, China, Asia",,https://www.eaglenos.com/,Eaglenos,https://www.crunchbase.com/organization/eaglenos
Series A - RealBlocks,https://www.crunchbase.com/funding_round/realblocks-series-a--ade6185c,Series A,10000000,USD,10000000,2023-05-31,2,6,RealBlocks is a technology platform that delivers online access to alternative investments.,"Blockchain, FinTech, Impact Investing, Real Estate","New York, New York, United States, North America",$1M to $10M,http://realblocks.com,RealBlocks,https://www.crunchbase.com/organization/realblocks
Series A - Builder Prime,https://www.crunchbase.com/funding_round/builder-prime-series-a--ee824a1f,Series A,,,,2023-05-31,2,2,"Builder Prime is a cloud-based software for general and specialty contractors to organize, manage, and grow their businesses.","Construction, Software","Staten Island, New York, United States, North America",,https://www.builderprime.com,Builder Prime,https://www.crunchbase.com/organization/builder-prime
Series A - MyForest Foods,https://www.crunchbase.com/funding_round/myforest-foods-series-a--13c131b0,Series A,15000000,USD,15000000,2023-06-06,1,1,MyForest Foods grows meatless mycelium on vertical farms and supplies sustainable natural flagship products to consumers.,"Food and Beverage, Natural Resources, Sustainability","Albany, New York, United States, North America",,https://myforestfoods.com/,MyForest Foods,https://www.crunchbase.com/organization/myforest-foods
Series A - Kapital,https://www.crunchbase.com/funding_round/kapital-smartbank-series-a--d5176fce,Series A,20000000,USD,20000000,2023-05-25,12,7,"Kapital offers a fintech solution for SMBs to simplify their processes, organize their finances, and obtain visibility and access financing.","Financial Services, FinTech, Productivity Tools, Small and Medium Businesses, Wealth Management","Mexico City, Distrito Federal, Mexico, North America",,https://kapital.mx,Kapital,https://www.crunchbase.com/organization/kapital-smartbank
Series B - Hongyun Biotech,https://www.crunchbase.com/funding_round/hongyun-biotech-series-b--a6ad7a1c,Series B,100000000,CNY,14383108,2023-05-15,5,4,Hongyun Biotech is a biotech company that promotes therapeutic innovation based on structural pharmacology.,"Biotechnology, Therapeutics","Nanjing, Jiangsu, China, Asia",$1M to $10M,http://en.redcloudbio.com/,Hongyun Biotech,https://www.crunchbase.com/organization/hongyun-biotech
Series A - Granica,https://www.crunchbase.com/funding_round/granica-series-a--44f5eced,Series A,45000000,USD,45000000,2023-06-08,5,1,Granica goal is to improve the information's signal-to-noise ratio in order to make AI more widely available.,"Information Technology, Software","Mountain View, California, United States, North America",,https://granica.ai/,Granica,https://www.crunchbase.com/organization/granica
Series B - Obie,https://www.crunchbase.com/funding_round/obiesoft-series-b--3a6698e8,Series B,25500000,USD,25500000,2023-05-17,3,5,Obie is an insurtech startup that offers insurance and risk management for real estate investors.,"Commercial Insurance, Commercial Real Estate, Insurance, InsurTech, Real Estate","Chicago, Illinois, United States, North America",,https://www.ObieInsurance.com,Obie,https://www.crunchbase.com/organization/obiesoft
Series A - Bayo Pay (M) Sdn Bhd,https://www.crunchbase.com/funding_round/bayo-pay-m-sdn-bhd-series-a--fd131042,Series A,2200000,USD,2200000,2023-06-02,1,1,Bayo solutions cover both a proprietary close-loop payment system and an open-loop system utilizing a Mastercard payment network.,"Financial Services, Software","Selangor, Selangor, Malaysia, Asia",$1M to $10M,http://bayo.my/,Bayo Pay (M) Sdn Bhd,https://www.crunchbase.com/organization/bayo-pay-m-sdn-bhd
Series A - HPC-AI Technology,https://www.crunchbase.com/funding_round/hpc-ai-technology-series-a--80fcfc34,Series A,,,,2023-05-22,,2,HPC-AI Technology provides a cloud-based platform to enhance AI computations by increasing CPU and GPU processing speeds.,"Artificial Intelligence, Cloud Computing","Singapore, Central Region, Singapore, Asia",$1M to $10M,https://www.hpcaitech.com/,HPC-AI Technology,https://www.crunchbase.com/organization/hpc-ai-technology
Series A - Santero Therapeutics,https://www.crunchbase.com/funding_round/santero-therapeutics-series-a--60b1e9c7,Series A,8000000,EUR,8574150,2023-06-08,5,1,Santero Therapeutics seeks to provide novel medications with fresh modes of action that combat diseases with high resistance.,"Biotechnology, Health Care, Therapeutics","Charleroi, Hainaut, Belgium, Europe",,http://www.santero.be/,Santero Therapeutics,https://www.crunchbase.com/organization/santero-therapeutics
Series A - Bay Energy,https://www.crunchbase.com/funding_round/bay-energy-7769-series-a--3f4d8cb3,Series A,100000000,CNY,14154882,2023-05-26,2,1,Bay Energy is a high-tech enterprise focusing on deep-sea energy solutions.,"Advanced Materials, Energy","Zhoushan, Zhejiang, China, Asia",,https://www.bayenergy.cn/,Bay Energy,https://www.crunchbase.com/organization/bay-energy-7769
Series A - Stathera,https://www.crunchbase.com/funding_round/stathera-series-a--b326f519,Series A,15000000,CAD,11112535,2023-05-18,5,1,Stathera transforms the global timing market from Quartz-based to MEMS-based devices.,Semiconductor,"Montréal, Quebec, Canada, North America",,https://www.stathera.com/,Stathera,https://www.crunchbase.com/organization/stathera
Series B - WaveBL,https://www.crunchbase.com/funding_round/wave-bl-series-b--93ad23a5,Series B,26000000,USD,26000000,2023-06-06,7,5,Revolutionizing Trust In Trade,"Blockchain, Cryptocurrency, Financial Services, FinTech, Shipping, Trading Platform","Wilmington, Delaware, United States, North America",,http://www.wavebl.com/,WaveBL,https://www.crunchbase.com/organization/wave-bl
Series B - Novisto,https://www.crunchbase.com/funding_round/novisto-series-b--2a3dd51e,Series B,27000000,CAD,19865357,2023-05-24,5,3,"Novisto is a SaaS platform for environmental, social, governance data, management, and reporting.","Enterprise Software, Management Information Systems, SaaS, Software, Sustainability","Montréal, Quebec, Canada, North America",,https://novisto.com,Novisto,https://www.crunchbase.com/organization/novisto
Series A - WOW EARN,https://www.crunchbase.com/funding_round/wow-earn-series-a--eff93619,Series A,30000000,USD,30000000,2023-06-07,5,1,"WOW EARN connects users to the blockchain, enabling them to mine, earn, and trade via decentralised mining, earning, and trading systems.","Blockchain, Mining, Service Industry",,,https://www.wowearn.com,WOW EARN,https://www.crunchbase.com/organization/wow-earn
Series A - Beem Energy,https://www.crunchbase.com/funding_round/beem-energy-series-a--8febd71a,Series A,20000000,EUR,21463211,2023-05-30,4,3,Beem Energy is a manufacturer of home energy efficiency and energy management systems such as solar kits.,"Consumer Electronics, Energy, Manufacturing, Solar","Nantes, Pays de la Loire, France, Europe",,https://beemenergy.fr/,Beem Energy,https://www.crunchbase.com/organization/beem-energy
Series B - Hengchuang Precision,https://www.crunchbase.com/funding_round/hengchuang-precision-series-b--3144dfd4,Series B,,,,2023-06-06,4,1,"Hengchuang Precision is a connector hose supplier and sells a variety of items, including fluid connection hose assemblies.","Machinery Manufacturing, Manufacturing, Supply Chain Management","Zhengzhou, Henan, China, Asia",,http://www.hnhcgroup.com,Hengchuang Precision,https://www.crunchbase.com/organization/hengchuang-precision
Series A - Changjin Biotechnology,https://www.crunchbase.com/funding_round/changjin-biotechnology-series-a--fa9aab66,Series A,,,,2023-06-06,4,3,"Changjin Biotechnology engages in the research, development, and industrialization of microbial synthetic proteins.","AgTech, Biotechnology, Genetics, Life Science","Shanghai, Shanghai, China, Asia",,,Changjin Biotechnology,https://www.crunchbase.com/organization/changjin-biotechnology
Series A - ESpace Networks,https://www.crunchbase.com/funding_round/espace-networks-series-a--a0f2b5ce,Series A,10000000,USD,10000000,2023-05-26,1,1,ESpace Networks operates as a software company transforming enterprise connectivity.,"SaaS, Software","Miami, Florida, United States, North America",,,ESpace Networks,https://www.crunchbase.com/organization/espace-networks
Series A - NewLimit,https://www.crunchbase.com/funding_round/newlimit-series-a--62a56be5,Series A,40000000,USD,40000000,2023-05-16,7,1,NewLimit is creating epigenetic reprogramming medications to cure diseases with significant unmet medical needs.,"Biotechnology, Clinical Trials, Health Care","South San Francisco, California, United States, North America",,https://www.newlimit.com/,NewLimit,https://www.crunchbase.com/organization/newlimit
Series B - Volition,https://www.crunchbase.com/funding_round/volition-0541-series-b--113a32af,Series B,11000000,USD,11000000,2023-05-22,6,2,Volition is a marketplace that offers a wide range of suppliers of industrial components.,"E-Commerce, Hardware, Marketplace","San Francisco, California, United States, North America",,https://www.govolition.com/,Volition,https://www.crunchbase.com/organization/volition-0541
Series A - Waterplan,https://www.crunchbase.com/funding_round/waterplan-series-a--84d22efb,Series A,11000000,USD,11000000,2023-05-23,5,4,Waterplan is a SaaS platform for companies to manage water availability in their facilities and supply chain.,"SaaS, Software","San Francisco, California, United States, North America",,https://www.waterplan.com/,Waterplan,https://www.crunchbase.com/organization/waterplan
