Transaction Name,Transaction Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Number of Investors,Number of Funding Rounds,Organization Description,Organization Industries,Organization Location,Organization Revenue Range,Organization Website,Organization Name,Organization Name URL
Pre Seed Round - Arear,https://www.crunchbase.com/funding_round/area-inc-pre-seed--24cc9ce2,Pre-Seed,5000,NGN,10,2023-07-07,1,1,"It's a promising technology company with focus on software, saas and consumer services.","Artificial Intelligence, Consulting, Consumer Electronics, E-Commerce, Hardware, Information Technology, Machine Learning, Mobile Apps, SaaS, Software","Redwood City, California, United States, North America",,https://arearhq.com,Arear,https://www.crunchbase.com/organization/area-inc
Pre Seed Round - AZMV Labs,https://www.crunchbase.com/funding_round/azmv-labs-pre-seed--49634b8c,Pre-Seed,30000,USD,30000,2023-05-20,1,1,AI Research & Development,"Artificial Intelligence, Machine Learning, Software Engineering",,,https://azmvlabs.com,AZMV Labs,https://www.crunchbase.com/organization/azmv-labs
Seed Round - Causely,https://www.crunchbase.com/funding_round/causely-509c-seed--59a8c2af,Seed,,,,2023-05-23,1,2,Causely is an AI platform to eliminate human troubleshooting and enable more resilient cloud application management.,Artificial Intelligence,"San Francisco, California, United States, North America",,http://causely.io,Causely,https://www.crunchbase.com/organization/causely-509c
Pre Seed Round - Bollwerk,https://www.crunchbase.com/funding_round/bollwerk-pre-seed--34b116ad,Pre-Seed,,,,2023-05-19,1,2,Bollwerk provides an AI-powered research and collaboration tool for financial institutions.,"Analytics, Artificial Intelligence, Finance, FinTech, Information Technology, Machine Learning, Natural Language Processing","Zürich, Zurich, Switzerland, Europe",,https://bollwerk.io,Bollwerk,https://www.crunchbase.com/organization/bollwerk
Seed Round - Neurosnap,https://www.crunchbase.com/funding_round/neurosnap-seed--575c9936,Seed,300000,USD,300000,2023-05-18,1,1,Neurosnap is a fully end-to-end suite of machine learning tools designed to easily integrate into your biology and pharmaceutical pipelines.,"Artificial Intelligence, Biotechnology, Life Science, Machine Learning, Pharmaceutical",,,https://neurosnap.ai/,Neurosnap,https://www.crunchbase.com/organization/neurosnap
Pre Seed Round - Scopi Medical,https://www.crunchbase.com/funding_round/scopi-cdc1-pre-seed--3ea50f07,Pre-Seed,,,,2023-05-15,1,2,"First to bring smaller, smarter endoscopy to the point of care","Artificial Intelligence, Health Care, Medical Device","Stanford, California, United States, North America",,https://scopimedical.com/,Scopi Medical,https://www.crunchbase.com/organization/scopi-cdc1
Pre Seed Round - Structured,https://www.crunchbase.com/funding_round/structured-labs-pre-seed--7d1d19b4,Pre-Seed,500000,USD,500000,2023-06-02,1,1,Harnessing AI to convert high-volume log data into practical insights.,"Machine Learning, Software Engineering","New York, New York, United States, North America",,https://www.structuredlabs.io/,Structured,https://www.crunchbase.com/organization/structured-labs
Seed Round - Drive Hockey Analytics,https://www.crunchbase.com/funding_round/drive-hockey-analytics-seed--60129c7c,Seed,,,,2023-06-01,,3,"Drive Hockey's revolutionary sensor-based analytics system is changing amateur hockey player evaluation, development and on-ice performance.","Analytics, Artificial Intelligence, Hockey, Internet of Things, Sports","Vancouver, British Columbia, Canada, North America",,https://drivehockey.com,Drive Hockey Analytics,https://www.crunchbase.com/organization/drive-hockey-analytics
Pre Seed Round - ALZA CARE,https://www.crunchbase.com/funding_round/alza-care-pre-seed--9621b49f,Pre-Seed,,,,2023-06-08,,1,"Revolutionizing healthtech with AI, specializing in patient flow optimization within healthcare","Artificial Intelligence, Health Care, Hospital, Predictive Analytics, SaaS","Reykjavík, Gullbringusysla, Iceland, Europe",,https://www.alzacare.com/,ALZA CARE,https://www.crunchbase.com/organization/alza-care
Seed Round - Nutri Co,https://www.crunchbase.com/funding_round/nutri-co-09d5-seed--a521a634,Seed,1000000,USD,1000000,2023-05-31,1,8,"Nutri Co uses Data Science & Algorithms to launch, in record time, nutritive, sustainable and affordable multi category food products.","Artificial Intelligence, Food and Beverage, Food Processing, Machine Learning, Nutrition, Sustainability, Wellness","Lima, Lima, Peru, South America",,https://nutrico.io/,Nutri Co,https://www.crunchbase.com/organization/nutri-co-09d5
Pre Seed Round - Fieldhouse,https://www.crunchbase.com/funding_round/fieldhouse-cf20-pre-seed--2cd7984b,Pre-Seed,,,,2023-06-01,,2,"SaaS, Sportstech, Data Analytics, AI, Consumer Health,","Analytics, B2B, Consumer Software, Machine Learning, Sports","New York, New York, United States, North America",,https://www.fieldhouse.app/,Fieldhouse,https://www.crunchbase.com/organization/fieldhouse-cf20
Seed Round - Social Piper,https://www.crunchbase.com/funding_round/socialpiper-seed--221f9c8f,Seed,,,,2023-05-15,,5,Social Piper is the first Gen AI powered social media management platform.,"Artificial Intelligence, Content Creators, Machine Learning, SaaS, Social Media, Software","Palo Alto, California, United States, North America",,http://www.socialpiper.com,Social Piper,https://www.crunchbase.com/organization/socialpiper
Seed Round - Prim6,https://www.crunchbase.com/funding_round/prim6-seed--7b8fc3d9,Seed,250000,USD,250000,2023-05-24,1,2,Multi-Functional Technologies,"Artificial Intelligence, Enterprise Software, Information Technology","Indianapolis, Indiana, United States, North America",,https://prim6llc.com,Prim6,https://www.crunchbase.com/organization/prim6
Pre Seed Round - Riverdata,https://www.crunchbase.com/funding_round/riverdata-pre-seed--ec7e9060,Pre-Seed,,,,2023-05-23,,1,The ultimate platform for decision intelligence.,Artificial Intelligence,"Rio De Janeiro, Rio de Janeiro, Brazil, South America",,https://riverdata.com.br,Riverdata,https://www.crunchbase.com/organization/riverdata
Pre Seed Round - CONVOCHAT,https://www.crunchbase.com/funding_round/convochat-pre-seed--4efe385f,Pre-Seed,,,,2023-05-25,,1,Convochat is an AI social networking platform bringing people together to create and search the world.,"Artificial Intelligence, Content Creators, Information Technology, Mobile Apps, News, Search Engine, Social Media, Social Network","New York, New York, United States, North America",,http://Convochat.com,CONVOCHAT,https://www.crunchbase.com/organization/convochat
Seed Round - MamZero AI,https://www.crunchbase.com/funding_round/mamzero-ai-seed--493ad77b,Seed,10000,USD,10000,2023-05-23,,1,AI-based KYC/KYB as a Service built for MENA,"Artificial Intelligence, Big Data, Software",,,,MamZero AI,https://www.crunchbase.com/organization/mamzero-ai
Pre Seed Round - International Internet Security,https://www.crunchbase.com/funding_round/international-internet-security-pre-seed--aef70635,Pre-Seed,,,,2023-05-20,,1,Guaranteed Scalability and Cost-Effectiveness. Commitment to Innovation. Elevate Your Enterprise's Data Protection and Privacy. Join us !,"Artificial Intelligence, Compliance, Cyber Security, Enterprise Software, IaaS, InsurTech, Internet of Things, PaaS, Predictive Analytics, SaaS","Montréal, Quebec, Canada, North America",,https://www.internationalinternetsecurity.com/,International Internet Security,https://www.crunchbase.com/organization/international-internet-security
Pre Seed Round - Conseguir,https://www.crunchbase.com/funding_round/conseguir-576d-pre-seed--06616f5e,Pre-Seed,10000,USD,10000,2023-05-15,,1,Marketplace Mobile App,"Artificial Intelligence, Marketplace, Mobile Apps","Medellín, Antioquia, Colombia, South America",,https://www.conseguir.co,Conseguir,https://www.crunchbase.com/organization/conseguir-576d
Pre Seed Round - AI Generative Lab,https://www.crunchbase.com/funding_round/ai-generative-lab-pre-seed--1265996b,Pre-Seed,,,,2023-05-15,,1,"Research, Development and Commercialization of Generative AI Applications.","Artificial Intelligence, Natural Language Processing, SaaS","Dubai, Dubai, United Arab Emirates, Asia",,https://www.aigenerative.ae/,AI Generative Lab,https://www.crunchbase.com/organization/ai-generative-lab
Seed Round - Extend AI,https://www.crunchbase.com/funding_round/extend-ai-seed--3494c68d,Seed,2500000,CAD,1854950,2023-05-16,,3,Extend AI is a spacetime AI platform.,"Artificial Intelligence, Software","Quebec, Quebec, Canada, North America",,https://extend.ai,Extend AI,https://www.crunchbase.com/organization/extend-ai
Pre Seed Round - Sumo Analytics,https://www.crunchbase.com/funding_round/sumo-analytics-pre-seed--b1f9c061,Pre-Seed,,,,2023-05-17,,1,Sumo Analytics blends AI and human intelligence for superior predictive science and data-driven efficiency,"Analytics, Artificial Intelligence, Machine Learning, Predictive Analytics","Málaga, Andalucia, Spain, Europe",,https://www.sumoanalytics.ai,Sumo Analytics,https://www.crunchbase.com/organization/sumo-analytics
Seed Round - WARGdrones,https://www.crunchbase.com/funding_round/wargdrones-seed--14784cc2,Seed,,,,2023-05-15,,7,"WARGdrones creates automated drone solutions, aided by artificial intelligence, to address complex tasks like explosive ordnance disposal.","Artificial Intelligence, Drones, Software","Hamburg, Hamburg, Germany, Europe",,https://wargdrones.de/en,WARGdrones,https://www.crunchbase.com/organization/wargdrones
Seed Round - Mayfair Coin,https://www.crunchbase.com/funding_round/mayfair-coin-seed--9704ab7e,Seed,,,,2023-05-18,,2,"Revolutionize real estate with a secure, trusted, and blockchain-based SAAS solution for web 3.0.","Advertising Platforms, Artificial Intelligence, Blockchain, Cryptocurrency, Information Technology, Property Management, Software","London, England, United Kingdom, Europe",,https://www.mayfaircoin.io,Mayfair Coin,https://www.crunchbase.com/organization/mayfair-coin
Pre Seed Round - Sage,https://www.crunchbase.com/funding_round/sage-767b-pre-seed--13fc47a6,Pre-Seed,600000,USD,600000,2023-06-05,,1,Sage is an AI development company that develops AI personal assistants.,"Artificial Intelligence, Natural Language Processing, Software","Frisco, Texas, United States, North America",,http://www.wizzysage.com,Sage,https://www.crunchbase.com/organization/sage-767b
Pre Seed Round - Xetlink,https://www.crunchbase.com/funding_round/aws-it-service-pre-seed--1e2f328f,Pre-Seed,280000,USD,280000,2023-05-15,,1,"Xetlink provides speech technology solutions, including real-time speech-to-text, speech-to-speech translation, transcription.","Artificial Intelligence, Natural Language Processing, Speech Recognition, Text Analytics, Translation Service","Palo Alto, California, United States, North America",Less than $1M,https://xetlink.ai/,Xetlink,https://www.crunchbase.com/organization/aws-it-service
Pre Seed Round - baapp,https://www.crunchbase.com/funding_round/baapp-pre-seed--ee81a67f,Pre-Seed,,,,2023-05-17,,1,Building automation made Simple - From proposals to secure remote access with everything else in between.,"Building Maintenance, Construction, CRM, Enterprise Resource Planning (ERP), Enterprise Software, Machine Learning, SaaS, Smart Building, Software","Thornhill, Ontario, Canada, North America",,https://www.baapp.com,baapp,https://www.crunchbase.com/organization/baapp
Seed Round - SOORT AG,https://www.crunchbase.com/funding_round/netandbuy-com-ag-seed--ee6fd1e1,Seed,,CHF,,2023-06-07,,3,Soort.eco uses AI to match customers with sustainable products and shops,"Artificial Intelligence, B2C, E-Commerce, E-Commerce Platforms, Green Consumer Goods, Information Technology, Mobile Advertising, Social Entrepreneurship, Sustainability","Zürich, Zurich, Switzerland, Europe",$10M to $50M,https://soort.eco,SOORT AG,https://www.crunchbase.com/organization/netandbuy-com-ag
Seed Round - iHairium,https://www.crunchbase.com/funding_round/ihairium-seed--13135e18,Seed,,,,2023-06-06,,1,"Online service of AI-diagnostics hair and scalp, health care hair ecosystem for people, for doctors, for clinics.","Artificial Intelligence, Beauty, Cosmetics, Health Care, Health Diagnostics, Home Health Care, Medical, mHealth, Personal Health, Software",,,https://ihairium.com/,iHairium,https://www.crunchbase.com/organization/ihairium
Pre Seed Round - CyberFilm AI,https://www.crunchbase.com/funding_round/cyberfilm-ai-pre-seed--2ac1cab4,Pre-Seed,125000,USD,125000,2023-05-23,1,1,"We make tools for the next generation of creatives, powered by AI and Big Data from Hollywood!","Artificial Intelligence, Film, Film Production, Machine Learning, TV Production, Video","San Francisco, California, United States, North America",,http://www.cyberfilm.ai,CyberFilm AI,https://www.crunchbase.com/organization/cyberfilm-ai
Pre Seed Round - Wondder,https://www.crunchbase.com/funding_round/wondder-pre-seed--57620f7b,Pre-Seed,50000,EUR,53892,2023-06-12,1,2,Wondder is a virtual reality and ethical artificial intelligence training company.,"Artificial Intelligence, Training, Virtual Reality","Berlin, Berlin, Germany, Europe",,https://wondder.io,Wondder,https://www.crunchbase.com/organization/wondder
Seed Round - Gridware,https://www.crunchbase.com/funding_round/gridware-seed--5cd43d08,Seed,10500000,USD,10500000,2023-06-13,10,4,Creating a future where suburban wildfires are a thing of the past.,"Energy, Predictive Analytics, Software","Walnut Creek, California, United States, North America",$1M to $10M,https://gridware.io,Gridware,https://www.crunchbase.com/organization/gridware
Seed Round - STAT Health,https://www.crunchbase.com/funding_round/pre-health-seed--682cbbee,Seed,5100000,USD,5100000,2023-06-13,2,2,STAT Health develops a sensor-enabled AI wearable that prevents disasters before it happens.,"Artificial Intelligence, Medical, Sensor, Wearables","Boston, Massachusetts, United States, North America",$1M to $10M,,STAT Health,https://www.crunchbase.com/organization/pre-health
Seed Round - About:Energy,https://www.crunchbase.com/funding_round/about-energy-seed--82392be8,Seed,1500000,GBP,1883236,2023-06-08,9,2,About:Energy is a battery intelligence platform that combines world-leading expertise in battery testing and software.,"Battery, Information Technology, Intelligent Systems","Thame, Oxfordshire, United Kingdom, Europe",,https://www.aboutenergy.io/,About:Energy,https://www.crunchbase.com/organization/about-energy
Seed Round - Mistral AI,https://www.crunchbase.com/funding_round/mistral-ai-seed--904ada2b,Seed,105000000,EUR,113388724,2023-06-13,13,1,Mistral AI is a platform that assembles team to develop the generative AI models.,"Artificial Intelligence, Software","Paris, Ile-de-France, France, Europe",,https://mistral.ai/,Mistral AI,https://www.crunchbase.com/organization/mistral-ai
Seed Round - Rex,https://www.crunchbase.com/funding_round/rex-09c8-seed--909c396f,Seed,3960000,USD,3960000,2023-06-12,3,1,"Rex offers a mobile app that allows users to find, track, and recommend places.","Artificial Intelligence, Computer Vision, Mobile Apps, Productivity Tools, Software","New York, New York, United States, North America",,https://getrex.app,Rex,https://www.crunchbase.com/organization/rex-09c8
Pre Seed Round - Outset,https://www.crunchbase.com/funding_round/outset-c13b-pre-seed--9d7fabd5,Pre-Seed,1100000,USD,1100000,2023-06-01,,1,AI-powered user research,"Artificial Intelligence, Software",,,https://outset.ai/,Outset,https://www.crunchbase.com/organization/outset-c13b
Seed Round - IA Medical,https://www.crunchbase.com/funding_round/ia-medical-seed--b6110ae0,Seed,1400000,EUR,1502424,2023-05-30,2,1,IA Medical transforms raw data into intelligent patient knowledge.,"Artificial Intelligence, Wellness","Lyon, Rhone-Alpes, France, Europe",,https://ia-medical.com/,IA Medical,https://www.crunchbase.com/organization/ia-medical
Seed Round - Wherobots Inc.,https://www.crunchbase.com/funding_round/wherobots-inc-seed--e77e715f,Seed,5500000,USD,5500000,2023-06-13,2,1,Wherobots builds the cloud platform for geospatial data analytics and AI,"Analytics, Artificial Intelligence, Cloud Data Services, Geospatial, Software","Phoenix, Arizona, United States, North America",,https://www.wherobots.ai/,Wherobots Inc.,https://www.crunchbase.com/organization/wherobots-inc
Seed Round - Zhipin,https://www.crunchbase.com/funding_round/zhipin-seed--fcee5289,Seed,,,,2023-06-09,1,1,Zhipin is an artificial intelligence (AI) recruitment platform.,"Artificial Intelligence, Recruiting, Service Industry","Fengtai, Beijing, China, Asia",,https://www.zhipincoplt.com,Zhipin,https://www.crunchbase.com/organization/zhipin
